Fund Name,All-time Return (%),Index All-time Return (%),All-time Annualized Return (%),Index All-time Annualized Return (%),Excess Return (%),Duration (Days),3M Fund Return (%),6M Fund Return (%),1Y Fund Return (%),2Y Fund Return (%),3Y Fund Return (%),4Y Fund Return (%),5Y Fund Return (%)
quant Infrastructure Fund - Growth Option-Direct Plan,926.3160538476993,314.2705433549851,25.972703321276835,15.135314588410708,10.837388732866128,3681.0,33.44545279389721,49.38875484389851,78.39546325683325,96.28788133517145,208.62265590187826,395.22874628855357,404.2796850704642
Axis Small Cap Fund - Direct Plan - Growth,923.4517766497463,314.2705433549851,25.937798616197117,15.135314588410708,10.80248402778641,3681.0,7.153486394557827,15.886883549833325,44.26159129937036,55.11617171872597,119.24749891257069,174.53703703703704,263.4102379235761
Invesco India Smallcap Fund - Direct Plan - Growth,249.5566502463054,119.0845147219193,26.907314017354356,16.105564096447278,10.801749920907078,1917.0,8.601163146617678,23.623693379790932,55.682316805616495,71.15291847563915,124.41492726122702,199.4092827004219,266.9079627714581
Mirae Asset Healthcare Fund Direct Growth,231.8834875024601,101.06134907926341,23.95421096211019,13.31793311450651,10.63627784760368,2039.0,12.799759189270537,22.25323521948744,57.39954263312643,48.49418809439943,77.59873617693523,187.10309015067676,227.05585725368508
DSP Healthcare Fund - Direct Plan - Growth,248.96871607618672,123.12732886487446,27.36384658725626,16.803502037500273,10.560344549755985,1886.0,15.328919474250663,26.98771816418874,58.932985752168634,57.58723650786576,80.59754851889683,191.204809355184,253.15090382502748
,,,,,,,,,,,,,
quant ESG Equity Fund - Growth Option - Direct Plan,203.8484768411914,75.85190522907028,39.55887487620782,18.4469766394024,21.111898236805416,1217.0,9.772728822458463,22.4285703421475,52.23311804366947,54.24229794532033,143.16506555495138,,
ICICI Prudential Commodities Fund - Direct Plan - Growth Option,286.8627450980393,106.39772154091499,35.817631050147455,17.818488209414095,17.99914284073336,1613.0,5.058572949946748,19.178495922681975,41.84040258806614,50.78333970194879,125.22831050228311,482.0058997050147,
quant Quantamental Fund - Growth Option - Direct Plan,119.46103809903093,50.33268886076797,31.94170398350682,15.462014549595704,16.479689433911116,1035.0,13.971685337929332,34.18286595511546,66.75288370786112,88.44487868425338,,,
Edelweiss Small Cap Fund - Direct Plan - Growth,289.16353569309865,109.60036011051668,30.59608466295294,15.647634506204366,14.948450156748574,1858.0,0.9567291661322941,14.398651398011978,50.32080659945004,54.087065455684304,114.69481263295698,360.18940722553486,250.67712045616534
BANK OF INDIA Small Cap Fund Direct Plan Growth,315.13944223107575,124.96098891029949,31.13093838043577,16.6921928358007,14.438745544635069,1917.0,1.3865239601070307,13.168612544121643,51.01449275362317,49.23021840315073,117.19645648775403,361.5725359911406,287.0009285051068
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,250.5154639175258,119.30533074203802,35.11868155949114,20.73768266735785,14.380998892133288,1521.0,15.293319769413365,44.00677678949598,94.3967981703831,122.80471821756227,196.68411867364745,360.08119079837616,
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,1225.1816328774541,317.6750180430973,28.929723300692743,15.092464325680544,13.8372589750122,3712.0,2.1649713093375063,15.615102849198795,56.58828267806798,68.5557988047916,145.06170329240635,437.5351225988837,265.88459751110986
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,1225.1816328774541,317.6750180430973,28.929723300692743,15.092464325680544,13.8372589750122,3712.0,2.1649713093375063,15.615102849198795,56.58828267806798,68.5557988047916,145.06170329240635,437.5351225988837,265.88459751110986
Union Midcap Fund - Direct Plan - Growth Option,282.9268292682927,152.78176440489713,39.85537712317393,26.071673885597345,13.783703237576585,1461.0,4.881808838643368,15.050732807215345,47.89855072463767,48.59847105933747,91.28397375820056,282.9268292682927,
Mahindra Manulife Focused Fund - Direct Plan -Growth,149.3690773315302,75.85190522907028,31.52859205747236,18.4469766394024,13.081615418069958,1217.0,11.577134924942829,24.99090415219222,51.10959803809328,59.10304968183576,106.63535615704691,,
SBI Small Cap Fund - Direct Plan - Growth,1133.3884564784396,317.6750180430973,28.022872959820067,15.092464325680544,12.930408634139523,3712.0,4.079679624301566,10.951360564682124,37.87489401418404,47.99930504171074,91.84463444441016,278.81344836771274,201.48141494349932
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,1056.0935335148822,317.6750180430973,27.21075319804511,15.092464325680544,12.118288872364568,3712.0,8.870087650899102,27.352630626778296,56.94265693106373,57.77323457643364,134.18489769674787,443.91102906882,304.12958998452046
BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,204.26944971537006,116.12294001845918,35.435374065269066,23.377682051549264,12.057692013719802,1339.0,10.28198074277855,27.667197452229296,61.724659606656594,60.1898101898102,113.08970099667772,,
Tata Small Cap Fund-Direct Plan-Growth,255.43477180814597,120.88495092693567,26.822643316661644,16.007743648309347,10.814899668352297,1948.0,2.001499913027862,11.842891044902123,40.51767146050291,64.31445685726885,124.15044208969628,348.4610659077517,233.7650341037388
quant Flexi Cap Fund - Growth Option-Direct Plan,940.1803290392991,317.6750180430973,25.896028227096913,15.092464325680544,10.80356390141637,3712.0,12.322098450788918,29.879802242978272,59.47532944375725,64.30938674632213,141.46247333391736,409.01105044071994,273.40324257824517
ICICI Prudential Business Cycle Fund Direct Plan Growth,119.61577350859451,66.27932749930223,28.224670437260514,17.432610160989537,10.792060276270977,1155.0,12.714063310845871,28.21723730814638,55.58739255014324,65.80152671755725,105.2930056710775,,
quant Infrastructure Fund - Growth Option-Direct Plan,922.8501105083384,317.6750180430973,25.688213246124224,15.092464325680544,10.59574892044368,3712.0,19.552505195918425,45.22159899300739,75.13685994056861,83.05622603684877,191.69239143669557,584.2487272971655,354.34139919899155
Mirae Asset Healthcare Fund Direct Growth,235.2489667388309,102.71367093674941,23.776231307997907,13.269302600943123,10.506928707054785,2070.0,9.98902305159165,20.24565861922913,57.10398893244179,43.39590874652748,73.66569811897841,212.78002203452075,216.02968460111316
Invesco India Smallcap Fund - Direct Plan - Growth,247.7832512315271,120.88495092693567,26.30655924138643,16.007743648309347,10.298815593077084,1948.0,4.099085815393691,21.556473829201096,55.36971830985915,59.945627548708636,120.34956304619224,316.27358490566036,226.24768946395562
DSP Healthcare Fund - Direct Plan - Growth,250.74509029902302,124.96098891029949,26.989352992677617,16.6921928358007,10.297160156876917,1917.0,11.124659975612031,25.49788135593219,58.82116364286352,53.91044517581845,78.26653959973915,220.70925825663235,238.8406902469253
,,,,,,,,,,,,,
quant ESG Equity Fund - Growth Option - Direct Plan,216.06488996262888,82.29426217410557,40.05085104975752,19.214451549202828,20.83639950055469,1247.0,7.938907187655114,32.0158616910991,51.20657351181743,58.77037872790281,135.76929575085182,,
ICICI Prudential Commodities Fund - Direct Plan - Growth Option,315.29411764705884,113.95912835693143,37.205202134382546,18.40894444193568,18.796257692446865,1643.0,9.542280837858799,35.378715244487054,47.49303621169917,56.83080340614586,106.63414634146342,419.11764705882354,
quant Quantamental Fund - Growth Option - Direct Plan,134.8352961256187,55.84014606395494,33.98899729802534,16.422157866616473,17.566839431408866,1065.0,12.645832101483226,46.3299635448363,70.34555809282747,99.0484074487836,,,
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,282.06185567010317,127.3396094650852,37.086506444276736,21.321307612766184,15.765198831510553,1551.0,12.439320388349518,64.0548915449314,99.24731182795699,136.20140216698536,218.38487972508594,358.6633663366337,
BANK OF INDIA Small Cap Fund Direct Plan Growth,353.784860557769,133.20246339066065,32.78172004382889,17.20284611944516,15.578873924383732,1947.0,6.697892271662761,23.00215982721383,56.77907777013078,67.50000000000001,122.02729044834311,341.47286821705427,335.5640535372849
Edelweiss Small Cap Fund - Direct Plan - Growth,316.452442159383,117.2790959984271,31.758387478648476,16.186166536166134,15.572220942482343,1888.0,4.355581983053356,24.59695311344475,52.44851424228164,65.10524871624006,126.24482999409139,332.08863356585965,283.81629305631486
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,1348.8188576793282,332.9765955253119,29.791713191347945,15.367011984732093,14.424701206615852,3742.0,7.716086840326361,28.04537024786346,62.37888995373149,81.21175127711724,154.85607844829255,411.22956030214493,305.4347285830937
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,1348.8188576793282,332.9765955253119,29.791713191347945,15.367011984732093,14.424701206615852,3742.0,7.716086840326361,28.04537024786346,62.37888995373149,81.21175127711724,154.85607844829255,411.22956030214493,305.4347285830937
Union Midcap Fund - Direct Plan - Growth Option,305.44090056285177,162.04245653883115,40.87112110837439,26.59550361415295,14.27561749422144,1491.0,7.565953210552512,25.16652186504488,48.93177119228118,54.63327370304114,100.64995357474467,259.567387687188,
SBI Small Cap Fund - Direct Plan - Growth,1233.500172719188,332.9765955253119,28.745904900139575,15.367011984732093,13.378892915407482,3742.0,8.588068489567906,22.954393592956475,42.66964532850205,55.8220704569248,100.53528480732841,267.26110833345143,229.38420202240258
Mahindra Manulife Focused Fund - Direct Plan -Growth,160.2195551224557,82.29426217410557,32.3034076148891,19.214451549202828,13.088956065686276,1247.0,10.465508944626885,34.78872223824633,52.84583710539379,68.47028377195241,112.26487788655739,,
BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,226.28083491461103,124.04063145203025,37.0669471911752,23.994784124593103,13.0721630665821,1369.0,12.532722513089013,41.29005751848809,63.996185026227955,73.77463365336028,118.76590330788805,,
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,1136.5274592709377,332.9765955253119,27.80125189382869,15.367011984732093,12.434239909096599,3742.0,9.483328640527072,40.48525323828968,60.78926922493011,67.55551761139532,129.850763665751,398.8118368226994,337.8348059703386
Tata Small Cap Fund-Direct Plan-Growth,291.63346217669095,128.97709923664124,28.648286498907936,16.517823875462945,12.130462623444991,1978.0,8.70138394753245,24.92028778802575,50.12016896022428,73.98228994694047,137.78370356069843,351.8923629025786,272.56451460440496
quant Flexi Cap Fund - Growth Option-Direct Plan,1003.9135889354671,332.9765955253119,26.394847542259892,15.367011984732093,11.0278355575278,3742.0,8.902931084793174,42.75708700675856,60.467505741519666,75.47776432076967,138.97697690182892,374.0632049232386,302.5462498047354
quant Infrastructure Fund - Growth Option-Direct Plan,1000.5399839260599,332.9765955253119,26.357118373635302,15.367011984732093,10.99010638890321,3742.0,13.161856801601143,57.90951188309699,79.91459834534295,92.34426028022614,185.42740081161534,551.3817246659036,394.5164202685927
Invesco India Smallcap Fund - Direct Plan - Growth,270.8374384236453,128.97709923664124,27.359500408981585,16.517823875462945,10.84167653351864,1978.0,6.2076749435666,28.11436351259361,60.30664395229983,74.01756819232548,131.3460356484327,300.4255319148936,255.09433962264148
Franklin Build India Fund - Direct - Growth,981.1349492063956,332.9765955253119,26.13805090922252,15.367011984732093,10.771038924490428,3742.0,13.209584493876164,44.68061244392432,80.12943097722817,110.9057022750245,171.51545210634006,341.9340713026071,222.86781300259202
Axis Small Cap Fund - Direct Plan - Growth,953.1979695431472,332.9765955253119,25.816349556913607,15.367011984732093,10.449337572181514,3742.0,2.418797512093976,18.682072989360485,42.892561983471076,53.348115299334786,106.44776119402984,257.97101449275357,251.66101694915253
DSP Small Cap Fund - Direct Plan - Growth,938.5851183765503,332.9765955253119,25.644998955602617,15.367011984732093,10.277986970870524,3742.0,3.0948890405899965,20.68818697514771,49.30834123453189,53.45821325648416,111.28529162175181,299.99348703920805,224.24370413388942
,,,,,,,,,,,,,
quant ESG Equity Fund - Growth Option - Direct Plan,225.54641198897744,83.21540505109262,40.088837543352085,18.878304389203414,21.21053315414867,1278.0,4.719260752361757,26.51727426098439,53.45830812484431,76.97437949538791,127.37800979480993,,
ICICI Prudential Commodities Fund - Direct Plan - Growth Option,318.921568627451,115.04027553458702,36.66276555503145,18.16880004880421,18.493965506227237,1674.0,9.451844262295078,24.868497954412618,47.09122203098105,73.41720779220778,92.47747747747746,406.2796208530806,
quant Quantamental Fund - Growth Option - Direct Plan,137.43623295594622,56.627614845382254,33.37305947397271,16.11727755496426,17.25578191900845,1096.0,10.243067020634953,35.09408921211077,67.05026084404062,113.98844622194876,137.43623295594622,,
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,285.5670103092784,128.48836894559906,36.5291282383325,21.003335604989704,15.525792633342792,1582.0,9.42071386775892,47.47634069400631,98.30328738069989,148.17518248175182,189.24980665119875,382.5806451612903,
BANK OF INDIA Small Cap Fund Direct Plan Growth,354.4820717131475,134.38084819271754,32.230443316601054,17.020423502114056,15.210019814486998,1978.0,9.476967370441464,12.722332015810291,48.77730681447669,79.5749704840614,105.91155234657042,350.0,321.7190388170056
Edelweiss Small Cap Fund - Direct Plan - Growth,317.2434249555072,118.37701915415417,31.220016370373884,16.016098015039404,15.20391835533448,1919.0,6.182220768437211,13.529364289365375,44.922559153817105,75.73814183983676,105.9038789948768,336.8077838733051,265.84308625921113
Union Midcap Fund - Direct Plan - Growth Option,315.75984990619133,163.3665714036117,40.73702416215195,26.141266198328484,14.595757963823463,1522.0,8.68072584600294,18.24973319103523,42.921638181231856,65.6822429906542,95.41446208112875,263.8752052545156,
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,1368.1324164996238,335.1644499432931,29.679958236330318,15.287793537349103,14.392164698981215,3773.0,9.83201396582827,19.655650430798868,54.12961749449037,97.30731239336497,137.96994078913997,428.92062611790436,297.5978981895478
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,1368.1324164996238,335.1644499432931,29.679958236330318,15.287793537349103,14.392164698981215,3773.0,9.83201396582827,19.655650430798868,54.12961749449037,97.30731239336497,137.96994078913997,428.92062611790436,297.5978981895478
BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,236.6223908918406,125.1727210162131,37.22514892868478,23.567966206439905,13.657182722244876,1400.0,12.385175799809934,30.729550478997776,65.87190275829825,89.7326203208556,109.32153392330382,,
SBI Small Cap Fund - Direct Plan - Growth,1249.0838533283356,335.1644499432931,28.62339290921623,15.287793537349103,13.335599371867126,3773.0,7.996780483327587,16.593640150567175,38.75062078912219,64.77331382379477,88.4935304990758,283.4063014362462,224.98884568806167
